original_index,unit2_gps1_nor,original_unit1_pwr1_best-beam,original_unit1_pwr1,original_unit1_gps1,original_unit2_gps1
15050,"[0.2963853097397223, 0.5730987592967858]",35,./unit1/pwr1/pwr_12-14-06.288321.txt,./unit1/gps1/gps_26714_12-14-06.900000.txt,./unit2/gps1/gps_53169_12-14-06.916666.txt
21958,"[0.030274036825464565, 0.9970933183606833]",18,./unit1/pwr1/pwr_12-25-37.988373.txt,./unit1/gps1/gps_34205_12-25-38.600000.txt,./unit2/gps1/gps_61470_12-25-38.666666.txt
5294,"[0.9149731682764524, 0.40864151491014394]",39,./unit1/pwr1/pwr_11-50-52.559479.txt,./unit1/gps1/gps_11692_11-50-53.200000.txt,./unit2/gps1/gps_36445_11-50-53.250000.txt
12886,"[0.34839232028470934, 0.38984452600595054]",62,./unit1/pwr1/pwr_12-10-29.888624.txt,./unit1/gps1/gps_24379_12-10-30.500000.txt,./unit2/gps1/gps_50573_12-10-30.583333.txt
11313,"[0.5686392135257772, 0.3884205161248255]",35,./unit1/pwr1/pwr_12-05-14.108522.txt,./unit1/gps1/gps_20988_12-05-14.800000.txt,./unit2/gps1/gps_46783_12-05-14.750000.txt
28208,"[0.22929028125936254, 0.0023236257920109383]",30,./unit1/pwr1/pwr_13-42-59.750479.txt,./unit1/gps1/gps_49758_13-43-00.400000.txt,./unit2/gps1/gps_77516_13-43-00.416666.txt
17574,"[0.2546084691467517, 0.687476679327204]",34,./unit1/pwr1/pwr_12-18-18.688341.txt,./unit1/gps1/gps_29450_12-18-19.300000.txt,./unit2/gps1/gps_56198_12-18-19.333333.txt
24082,"[0.03119523305266853, 0.7375508897232427]",31,./unit1/pwr1/pwr_13-36-04.450471.txt,./unit1/gps1/gps_45394_13-36-05.100000.txt,./unit2/gps1/gps_72532_13-36-05.083333.txt
29579,"[0.4378315664163747, 0.0005025605327412296]",33,./unit1/pwr1/pwr_13-45-16.849674.txt,./unit1/gps1/gps_51217_13-45-17.500000.txt,./unit2/gps1/gps_79161_13-45-17.500000.txt
24187,"[0.031026152307933718, 0.7189006893072841]",33,./unit1/pwr1/pwr_13-36-14.950457.txt,./unit1/gps1/gps_45505_13-36-15.600000.txt,./unit2/gps1/gps_72658_13-36-15.583333.txt
31228,"[0.673072548690839, 0.0371788501325081]",35,./unit1/pwr1/pwr_13-48-01.749783.txt,./unit1/gps1/gps_52957_13-48-02.400000.txt,./unit2/gps1/gps_81140_13-48-02.416666.txt
5434,"[0.9146346579455077, 0.40863127212440276]",34,./unit1/pwr1/pwr_11-51-06.559788.txt,./unit1/gps1/gps_11845_11-51-07.200000.txt,./unit2/gps1/gps_36613_11-51-07.250000.txt
32016,"[0.7317965038101545, 0.04201001596773429]",34,./unit1/pwr1/pwr_13-49-21.349909.txt,./unit1/gps1/gps_53805_13-49-22.000000.txt,./unit2/gps1/gps_82095_13-49-22.000000.txt
13245,"[0.3135898289707315, 0.38823530356205505]",46,./unit1/pwr1/pwr_12-11-05.788540.txt,./unit1/gps1/gps_24763_12-11-06.400000.txt,./unit2/gps1/gps_51003_12-11-06.416666.txt
29211,"[0.3868348441805422, 0.000324553103278579]",34,./unit1/pwr1/pwr_13-44-40.050341.txt,./unit1/gps1/gps_50828_13-44-40.700000.txt,./unit2/gps1/gps_78719_13-44-40.666666.txt
28106,"[0.21355628283845499, 0.0039389384069052884]",34,./unit1/pwr1/pwr_13-42-49.550420.txt,./unit1/gps1/gps_49651_13-42-50.200000.txt,./unit2/gps1/gps_77393_13-42-50.166666.txt
15990,"[0.2971494468336355, 0.6241313911875647]",34,./unit1/pwr1/pwr_12-15-40.288846.txt,./unit1/gps1/gps_27736_12-15-40.900000.txt,./unit2/gps1/gps_54297_12-15-40.916666.txt
15808,"[0.2969871886216512, 0.6158375987904705]",35,./unit1/pwr1/pwr_12-15-22.089247.txt,./unit1/gps1/gps_27542_12-15-22.700000.txt,./unit2/gps1/gps_54079_12-15-22.750000.txt
24898,"[0.028225656876631772, 0.5668340246379064]",21,./unit1/pwr1/pwr_13-37-26.049879.txt,./unit1/gps1/gps_46248_13-37-26.700000.txt,./unit2/gps1/gps_73511_13-37-26.666666.txt
13808,"[0.29593221171628936, 0.39249269994607394]",47,./unit1/pwr1/pwr_12-12-02.088618.txt,./unit1/gps1/gps_25373_12-12-02.700000.txt,./unit2/gps1/gps_51679_12-12-02.750000.txt
2967,"[0.9991041148999485, 0.37438318681411825]",35,./unit1/pwr1/pwr_11-46-59.859316.txt,./unit1/gps1/gps_9186_11-47-00.500000.txt,./unit2/gps1/gps_33652_11-47-00.500000.txt
20099,"[0.03060994426286083, 0.7589949673382751]",12,./unit1/pwr1/pwr_12-22-31.188931.txt,./unit1/gps1/gps_32178_12-22-31.800000.txt,./unit2/gps1/gps_59228_12-22-31.833333.txt
4510,"[0.9847302289849219, 0.4083349449081877]",2,./unit1/pwr1/pwr_11-49-34.159768.txt,./unit1/gps1/gps_10834_11-49-34.800000.txt,./unit2/gps1/gps_35504_11-49-34.833333.txt
21064,"[0.031775017527679736, 0.8758422857941348]",46,./unit1/pwr1/pwr_12-24-07.688822.txt,./unit1/gps1/gps_33232_12-24-08.300000.txt,./unit2/gps1/gps_60386_12-24-08.333333.txt
29383,"[0.41002451251515987, 0.00033134693967596426]",25,./unit1/pwr1/pwr_13-44-57.249776.txt,./unit1/gps1/gps_51009_13-44-57.900000.txt,./unit2/gps1/gps_78926_13-44-57.916666.txt
12740,"[0.362652883057289, 0.3905243457048669]",22,./unit1/pwr1/pwr_12-10-15.288355.txt,./unit1/gps1/gps_24220_12-10-15.900000.txt,./unit2/gps1/gps_50397_12-10-15.916666.txt
6725,"[0.8551802423447132, 0.40812532210646546]",55,./unit1/pwr1/pwr_11-53-15.659780.txt,./unit1/gps1/gps_13226_11-53-16.300000.txt,./unit2/gps1/gps_38162_11-53-16.333333.txt
7688,"[0.8272750365479252, 0.40822423659598045]",32,./unit1/pwr1/pwr_11-54-51.959354.txt,./unit1/gps1/gps_14266_11-54-52.600000.txt,./unit2/gps1/gps_39317_11-54-52.583333.txt
